Series_Title,Released_Year,Runtime,IMDB_Rating,Meta_score,Director,Star1,Star2,Star3,Star4,No_of_Votes,Gross,Genre_Drama,Genre_Crime,Genre_Action,Genre_Adventure,Genre_Biography,Genre_History,Genre_Sci-Fi,Genre_Romance,Genre_Western,Genre_Fantasy,Genre_Comedy,Genre_Thriller,Genre_Animation,Genre_Family,Genre_War,Genre_Mystery,Genre_Music,Genre_Horror,Genre_Musical,Genre_Film-Noir,Genre_Sport,Certificate_16,Certificate_A,Certificate_Approved,Certificate_G,Certificate_GP,Certificate_PG,Certificate_PG-13,Certificate_Passed,Certificate_R,Certificate_TV-14,Certificate_TV-MA,Certificate_TV-PG,Certificate_U,Certificate_U/A,Certificate_UA,Certificate_Unrated,Actor_Popularity,Director_Popularity
Edward Scissorhands,1990.0,-0.6446693028521046,0.17647058823529438,0.6388888888888888,Tim Burton,Johnny Depp,Winona Ryder,Dianne Wiest,Anthony Michael Hall,0.9858939817509474,0.5055059552132112,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,16,3
My Left Foot: The Story of Christy Brown,1989.0,-0.7170552564622668,0.17647058823529438,0.9583333333333333,Jim Sheridan,Daniel Day-Lewis,Brenda Fricker,Alison Whelan,Kirsten Sheridan,-0.695115995683406,-0.08328597310232876,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,7,3
Crimes and Misdemeanors,1989.0,-0.6808622796571856,0.17647058823529438,0.6805555555555556,Woody Allen,Martin Landau,Woody Allen,Bill Bernstein,Claire Bloom,-0.8909254876558887,0.010510969659015027,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,9,9
The Untouchables,1987.0,-0.1379676275809691,0.17647058823529438,0.7083333333333333,Brian De Palma,Kevin Costner,Sean Connery,Robert De Niro,Charles Martin Smith,0.5733684417104722,0.6383168411628337,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,27,3
Hannah and Her Sisters,1986.0,-0.5722833492419424,0.17647058823529438,0.8611111111111112,Woody Allen,Mia Farrow,Dianne Wiest,Michael Caine,Barbara Hershey,-0.706998590465181,0.35586170293666547,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,18,9
Brazil,1985.0,0.3325410708850853,0.17647058823529438,0.7777777777777777,Terry Gilliam,Jonathan Pryce,Kim Greist,Robert De Niro,Katherine Helmond,0.20979257182391023,-0.25685868673468065,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,20,4
This Is Spinal Tap,1984.0,-1.4771077693689698,0.17647058823529438,0.8888888888888888,Rob Reiner,Rob Reiner,Michael McKean,Christopher Guest,Kimberly Stringer,-0.12572262861803563,-1.9967940432455815,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,5,7
A Christmas Story,1983.0,-1.0789850245130779,0.17647058823529438,0.6805555555555556,Bob Clark,Peter Billingsley,Melinda Dillon,Darren McGavin,Scott Schwartz,-0.09751178434714096,0.06369131955008059,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,5,1
The Blues Brothers,1980.0,0.3687340476901664,0.17647058823529438,0.4444444444444444,John Landis,John Belushi,Dan Aykroyd,Cab Calloway,John Candy,0.18867150139177852,0.5122126607532866,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,6,1
Manhattan,1979.0,-0.9704060940978344,0.17647058823529438,0.7638888888888888,Woody Allen,Woody Allen,Diane Keaton,Mariel Hemingway,Michael Murphy,-0.10771745925086967,0.41343220010110016,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,13,9
All That Jazz,1979.0,0.006804279639355334,0.17647058823529438,0.6111111111111112,Bob Fosse,Roy Scheider,Jessica Lange,Ann Reinking,Leland Palmer,-1.4812548338074454,0.33037691880698217,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7,2
Dawn of the Dead,1978.0,0.15157618685967975,0.17647058823529438,0.5972222222222222,George A. Romero,David Emge,Ken Foree,Scott H. Reiniger,Gaylen Ross,-0.25449031266516425,-0.549379646649844,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4,2
All the President's Men,1976.0,0.5496989317155719,0.17647058823529438,0.7777777777777777,Alan J. Pakula,Dustin Hoffman,Robert Redford,Jack Warden,Martin Balsam,-0.3251164003763169,0.6043964944675093,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,15,1
La montaa sagrada,1973.0,-0.3189325116063746,0.17647058823529438,0.6666666666666667,Alejandro Jodorowsky,Alejandro Jodorowsky,Horacio Salinas,Zamira Saunders,Juan Ferrara,-1.235084594978814,-2.492737282796697,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,4,1
Amarcord,1973.0,0.006804279639355334,0.17647058823529438,0.7083333333333333,Federico Fellini,Magali Nol,Bruno Zanin,Pupella Maggio,Armando Brancia,-1.1721841423982222,0.5881459478426638,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,4,5
Le charme discret de la bourgeoisie,1972.0,-0.7532482332673478,0.17647058823529438,0.9027777777777777,Luis Buuel,Fernando Rey,Delphine Seyrig,Paul Frankeur,Bulle Ogier,-1.1985283530781872,-1.9739994853861733,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,5,3
"Aguirre, der Zorn Gottes",1972.0,-1.0065990709029156,0.17647058823529438,0.7083333333333333,Werner Herzog,Klaus Kinski,Ruy Guerra,Helena Rojo,Del Negro,-0.9288408423718046,0.5881459478426638,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,5,2
Harold and Maude,1971.0,-1.15137097812324,0.17647058823529438,0.4722222222222222,Hal Ashby,Ruth Gordon,Bud Cort,Vivian Pickles,Cyril Cusack,-0.6597580511091531,0.5881459478426638,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,5,2
Patton,1970.0,1.7802601430883294,0.17647058823529438,0.875,Franklin J. Schaffner,George C. Scott,Karl Malden,Stephen Young,Michael Strong,-0.4094851215949808,0.5452338560045873,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,8,3
The Wild Bunch,1969.0,0.8030497693511396,0.17647058823529438,0.9583333333333333,Sam Peckinpah,William Holden,Ernest Borgnine,Robert Ryan,Edmond O'Brien,-0.5804970444003984,-0.1713321033556821,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11,1
Night of the Living Dead,1968.0,-0.9704060940978344,0.17647058823529438,0.8472222222222221,George A. Romero,Duane Jones,Judith O'Dea,Karl Hardman,Marilyn Eastman,-0.2149835151553093,-2.3267383233613055,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4,2
The Lion in Winter,1968.0,0.4049270244952475,0.17647058823529438,0.7083333333333333,Anthony Harvey,Peter O'Toole,Katharine Hepburn,Anthony Hopkins,John Castle,-1.4569140716725177,0.09794282903214323,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,16,1
In the Heat of the Night,1967.0,-0.463704418826699,0.17647058823529438,0.6527777777777777,Norman Jewison,Sidney Poitier,Rod Steiger,Warren Oates,Lee Grant,-0.6986905344323034,0.13755045826084575,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,9,3
Charade,1963.0,-0.3551254884114557,0.17647058823529438,0.7638888888888888,Stanley Donen,Cary Grant,Audrey Hepburn,Walter Matthau,James Coburn,-0.6871122279629932,-0.12279735246891446,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,19,2
The Manchurian Candidate,1962.0,0.11538321005459864,0.17647058823529438,0.9166666666666667,John Frankenheimer,Frank Sinatra,Laurence Harvey,Janet Leigh,Angela Lansbury,-0.6560343987698433,0.5881459478426638,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,6,1
Spartacus,1960.0,2.685084563215357,0.17647058823529438,0.8194444444444444,Stanley Kubrick,Kirk Douglas,Laurence Olivier,Jean Simmons,Charles Laughton,-0.1572777980591173,0.2286284265993979,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,10,9
L'avventura,1960.0,0.7668567925460585,0.17647058823529438,0.7083333333333333,Michelangelo Antonioni,Gabriele Ferzetti,Monica Vitti,Lea Massari,Dominique Blanchar,-1.5360834308900377,0.5881459478426638,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,4,2
Hiroshima mon amour,1959.0,-1.187563954928321,0.17647058823529438,0.7083333333333333,Alain Resnais,Emmanuelle Riva,Eiji Okada,Stella Dassas,Pierre Barbaud,-1.4750129007261772,-2.3303483563394565,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5,1
The Ten Commandments,1956.0,3.517523029732222,0.17647058823529438,0.7083333333333333,Cecil B. DeMille,Charlton Heston,Yul Brynner,Anne Baxter,Edward G. Robinson,-0.7564012210871025,0.7288697746544538,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,11,1
The Searchers,1956.0,-0.1379676275809691,0.17647058823529438,0.9166666666666667,John Ford,John Wayne,Jeffrey Hunter,Vera Miles,Ward Bond,-0.5474893207874483,0.5881459478426638,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,12,5
East of Eden,1955.0,-0.1741606043860502,0.17647058823529438,0.6111111111111112,Elia Kazan,James Dean,Raymond Massey,Julie Harris,Burl Ives,-1.1629227822787442,0.5881459478426638,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,8,3
High Noon,1952.0,-1.3685288389537267,0.17647058823529438,0.8472222222222221,Fred Zinnemann,Gary Cooper,Grace Kelly,Thomas Mitchell,Lloyd Bridges,-0.37693077612998194,-0.2785743442870999,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,7,4
Strangers on a Train,1951.0,-0.789441210072429,0.17647058823529438,0.8333333333333333,Alfred Hitchcock,Farley Granger,Robert Walker,Ruth Roman,Leo G. Carroll,-0.16447308331378552,-0.3725026208666345,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5,14
Harvey,1950.0,-0.6808622796571856,0.17647058823529438,0.7083333333333333,Henry Koster,James Stewart,Wallace Ford,William H. Lynn,Victoria Horne,-0.925846827584679,0.5881459478426638,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,14,1
Miracle on 34th Street,1947.0,-0.9704060940978344,0.17647058823529438,0.8333333333333333,George Seaton,Edmund Gwenn,Maureen O'Hara,John Payne,Gene Lockhart,-1.134327679671817,-0.836828535550758,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,6,1
Notorious,1946.0,-0.7532482332673478,0.17647058823529438,1.0,Alfred Hitchcock,Cary Grant,Ingrid Bergman,Claude Rains,Louis Calhern,-0.42325860866240395,-0.23382196071057498,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,15,14
The Big Sleep,1946.0,-0.3189325116063746,0.17647058823529438,0.7083333333333333,Howard Hawks,Humphrey Bogart,Lauren Bacall,John Ridgely,Martha Vickers,-0.564548570575384,-0.440185123377086,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,15,7
The Lost Weekend,1945.0,-0.789441210072429,0.17647058823529438,0.7083333333333333,Billy Wilder,Ray Milland,Jane Wyman,Phillip Terry,Howard Da Silva,-1.3269088908954039,-0.27810996860290604,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,5,9
The Philadelphia Story,1940.0,-0.3913184652165368,0.17647058823529438,0.9444444444444444,George Cukor,Cary Grant,Katharine Hepburn,James Stewart,Ruth Hussey,-0.7565417049192639,0.5881459478426638,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,24,2
His Girl Friday,1940.0,-1.115178001318159,0.17647058823529438,0.7083333333333333,Howard Hawks,Cary Grant,Rosalind Russell,Ralph Bellamy,Gene Lockhart,-0.9074581425356475,-1.79924421484352,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,11,7
The Adventures of Robin Hood,1938.0,-0.7532482332673478,0.17647058823529438,0.9583333333333333,Michael Curtiz,William Keighley,Errol Flynn,Olivia de Havilland,Basil Rathbone,-1.0225763941191948,-0.6581398754025122,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,4,2
A Night at the Opera,1935.0,-0.9704060940978344,0.17647058823529438,0.7083333333333333,Sam Wood,Edmund Goulding,Groucho Marx,Chico Marx,Harpo Marx,-1.4096406724554258,-0.855871938506495,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,7,1
King Kong,1933.0,-0.82563418687751,0.17647058823529438,0.8611111111111112,Merian C. Cooper,Ernest B. Schoedsack,Fay Wray,Robert Armstrong,Bruce Cabot,-0.5623417365223542,-0.25373616023938095,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,4,1
Freaks,1932.0,-2.1285813518604297,0.17647058823529438,0.7222222222222223,Tod Browning,Wallace Ford,Leila Hyams,Olga Baclanova,Roscoe Ates,-1.123836294435804,0.5881459478426638,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5,1
Nosferatu,1922.0,-1.0427920477079966,0.17647058823529438,0.7083333333333333,F.W. Murnau,Max Schreck,Alexander Granach,Gustav von Wangenheim,Greta Schrder,-0.4578921236950237,0.5881459478426638,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,4,2
The Gentlemen,2019.0,-0.3551254884114557,0.117647058823529,0.3194444444444444,Guy Ritchie,Matthew McConaughey,Charlie Hunnam,Michelle Dockery,Jeremy Strong,0.42012602068608285,0.5881459478426638,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,10,4
Raazi,2018.0,0.5496989317155719,0.117647058823529,0.7083333333333333,Meghna Gulzar,Alia Bhatt,Vicky Kaushal,Rajit Kapoor,Shishir Sharma,-1.57732069866709,0.5881459478426638,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,6,2
Sound of Metal,2019.0,-0.10177465077588797,0.117647058823529,0.7361111111111112,Darius Marder,Riz Ahmed,Olivia Cooke,Paul Raci,Lauren Ridloff,-1.5146457459426335,0.5881459478426638,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,6,1
Forushande,2016.0,0.04299725644443644,0.117647058823529,0.7916666666666667,Asghar Farhadi,Shahab Hosseini,Taraneh Alidoosti,Babak Karimi,Mina Sadati,-0.9487770539031765,-0.8799581137436141,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,7,4
Dunkirk,2017.0,-0.6084763260470234,0.117647058823529,0.9166666666666667,Christopher Nolan,Fionn Whitehead,Barry Keoghan,Mark Rylance,Tom Hardy,1.1785273815974773,1.0352947084890234,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,9,8
Perfetti sconosciuti,2016.0,-0.9704060940978344,0.117647058823529,0.7083333333333333,Paolo Genovese,Giuseppe Battiston,Anna Foglietta,Marco Giallini,Edoardo Leo,-0.8510338980040262,0.5881459478426638,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,4,1
Hidden Figures,2016.0,0.15157618685967975,0.117647058823529,0.6388888888888888,Theodore Melfi,Taraji P. Henson,Octavia Spencer,Janelle Mone,Kevin Costner,0.2709986026679325,0.9892193483516878,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,9,1
Paddington 2,2017.0,-0.7170552564622668,0.117647058823529,0.8333333333333333,Paul King,Ben Whishaw,Hugh Grant,Hugh Bonneville,Sally Hawkins,-0.7844543022746121,0.3597658265788142,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,4,1
Udta Punjab,2016.0,0.9116286997663829,0.117647058823529,0.7083333333333333,Abhishek Chaubey,Shahid Kapoor,Alia Bhatt,Kareena Kapoor,Diljit Dosanjh,-1.5150399234966447,0.5881459478426638,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9,1
Kubo and the Two Strings,2016.0,-0.789441210072429,0.117647058823529,0.7777777777777777,Travis Knight,Charlize Theron,Art Parkinson,Matthew McConaughey,Ralph Fiennes,-0.2037329834998786,0.4352027297987178,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,12,1
M.S. Dhoni: The Untold Story,2016.0,2.214575864749303,0.117647058823529,0.7083333333333333,Neeraj Pandey,Sushant Singh Rajput,Kiara Advani,Anupam Kher,Disha Patani,-1.1606444663271636,-1.010864786621478,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,9,4
Manchester by the Sea,2016.0,0.5135059549104908,0.117647058823529,0.9444444444444444,Kenneth Lonergan,Casey Affleck,Michelle Williams,Kyle Chandler,Lucas Hedges,0.4554163838900248,0.43219388649395946,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,7,1
Under sandet,2015.0,-0.82563418687751,0.117647058823529,0.6527777777777777,Martin Zandvliet,Roland Mller,Louis Hofmann,Joel Basman,Mikkel Boe Flsgaard,-1.2754599228568322,-1.6299408436876377,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,4,1
Rogue One,2016.0,0.3687340476901664,0.117647058823529,0.5138888888888888,Gareth Edwards,Felicity Jones,Diego Luna,Alan Tudyk,Donnie Yen,1.1809624879195442,1.4912887308396983,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,7,1
Captain America: Civil War,2016.0,0.8754357229613018,0.117647058823529,0.6527777777777777,Anthony Russo,Joe Russo,Chris Evans,Robert Downey Jr.,Scarlett Johansson,1.338006934226823,1.37471514239884,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,26,4
The Hateful Eight,2015.0,1.635488235868005,0.117647058823529,0.5555555555555556,Quentin Tarantino,Samuel L. Jackson,Kurt Russell,Jennifer Jason Leigh,Walton Goggins,1.115156031553251,0.48765991144008064,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13,8
Little Women,2019.0,0.4411200013003286,0.117647058823529,0.875,Greta Gerwig,Saoirse Ronan,Emma Watson,Florence Pugh,Eliza Scanlen,-0.03086911704977168,0.7914557095547378,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,11,1
Loving Vincent,2017.0,-1.0427920477079966,0.117647058823529,0.4722222222222222,Dorota Kobiela,Hugh Welchman,Douglas Booth,Jerome Flynn,Robert Gulaczyk,-0.9568638073559396,-0.4272773544634051,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,4,1
Pride,2014.0,-0.1379676275809691,0.117647058823529,0.7083333333333333,Matthew Warchus,Bill Nighy,Imelda Staunton,Dominic West,Paddy Considine,-0.9383657090105351,0.5881459478426638,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,10,1
Le pass,2013.0,0.2601551172749231,0.117647058823529,0.7916666666666667,Asghar Farhadi,Brnice Bejo,Tahar Rahim,Ali Mosaffa,Pauline Burlet,-1.0646804265699858,-1.1393162556806036,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,6,4
La grande bellezza,2013.0,0.6582778621308152,0.117647058823529,0.8055555555555556,Paolo Sorrentino,Toni Servillo,Carlo Verdone,Sabrina Ferilli,Carlo Buccirosso,-0.5385409415545852,-0.8045127067053357,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4,1
The Lunchbox,2013.0,-0.6808622796571856,0.117647058823529,0.6666666666666667,Ritesh Batra,Irrfan Khan,Nimrat Kaur,Nawazuddin Siddiqui,Lillete Dubey,-0.9613588459878857,-0.6313464617550386,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,11,1
Vicky Donor,2012.0,0.11538321005459864,0.117647058823529,0.7083333333333333,Shoojit Sircar,Ayushmann Khurrana,Yami Gautam,Annu Kapoor,Dolly Ahluwalia,-1.176378806708566,-2.0447814718192823,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,7,1
Big Hero 6,2014.0,-0.7532482332673478,0.117647058823529,0.6388888888888888,Don Hall,Chris Williams,Ryan Potter,Scott Adsit,Jamie Chung,0.9101542346794135,1.108455271676099,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,5,1
About Time,2013.0,0.006804279639355334,0.117647058823529,0.375,Richard Curtis,Domhnall Gleeson,Rachel McAdams,Bill Nighy,Lydia Wilson,0.6380923647841171,-0.06635778348866388,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,15,1
English Vinglish,2012.0,0.4049270244952475,0.117647058823529,0.7083333333333333,Gauri Shinde,Sridevi,Adil Hussain,Mehdi Nebbou,Priya Anand,-1.3250744684492448,-1.0393584737464006,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,5,1
Kaze tachinu,2013.0,0.11538321005459864,0.117647058823529,0.7638888888888888,Hayao Miyazaki,Hideaki Anno,Hidetoshi Nishijima,Miori Takimoto,Masahiko Nishimura,-0.6243648364244608,-0.5400456500579361,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,4,11
Toy Story 4,2019.0,-0.82563418687751,0.117647058823529,0.7777777777777777,Josh Cooley,Tom Hanks,Tim Allen,Annie Potts,Tony Hale,0.28116785541121003,1.4017872405008405,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,20,1
La migliore offerta,2013.0,0.2963480940800042,0.117647058823529,0.29166666666666663,Giuseppe Tornatore,Geoffrey Rush,Jim Sturgess,Sylvia Hoeks,Donald Sutherland,-0.2797697406009423,-2.3448409381704662,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,9,3
Moonrise Kingdom,2012.0,-1.0427920477079966,0.117647058823529,0.7777777777777777,Wes Anderson,Jared Gilman,Kara Hayward,Bruce Willis,Bill Murray,0.6833515984146007,0.4116267420972434,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,15,6
