Series_Title,Released_Year,Runtime,IMDB_Rating,Meta_score,Director,Star1,Star2,Star3,Star4,No_of_Votes,Gross,Genre_Drama,Genre_Crime,Genre_Action,Genre_Adventure,Genre_Biography,Genre_History,Genre_Sci-Fi,Genre_Romance,Genre_Western,Genre_Fantasy,Genre_Comedy,Genre_Thriller,Genre_Animation,Genre_Family,Genre_War,Genre_Mystery,Genre_Music,Genre_Horror,Genre_Musical,Genre_Film-Noir,Genre_Sport,Certificate_16,Certificate_A,Certificate_Approved,Certificate_G,Certificate_GP,Certificate_PG,Certificate_PG-13,Certificate_Passed,Certificate_R,Certificate_TV-14,Certificate_TV-MA,Certificate_TV-PG,Certificate_U,Certificate_U/A,Certificate_UA,Certificate_Unrated,Actor_Popularity,Director_Popularity
The Bourne Ultimatum,2007.0,-0.2827395348012935,0.23529411764705888,0.7916666666666667,Paul Greengrass,Matt Damon,Edgar Ramrez,Joan Allen,Julia Stiles,1.254944805300356,1.118101973415352,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,16,3
Bin-jip,2004.0,-1.2599499085384833,0.23529411764705888,0.6111111111111112,Ki-duk Kim,Seung-Yun Lee,Hee Jae,Hyuk-ho Kwon,Jin-mo Joo,-0.9598226998517533,-1.8940655093081757,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,4,2
Sin City,2005.0,0.04299725644443644,0.23529411764705888,0.6388888888888888,Frank Miller,Quentin Tarantino,Robert Rodriguez,Mickey Rourke,Clive Owen,1.4334377389911845,0.6256635638740276,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8,1
Le scaphandre et le papillon,2007.0,-0.3913184652165368,0.23529411764705888,0.8888888888888888,Julian Schnabel,Laura Obiols,Mathieu Amalric,Emmanuelle Seigner,Marie-Jose Croze,-0.32292664299973795,-0.4787498120918232,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,7,1
G.O.R.A.,2004.0,0.15157618685967975,0.23529411764705888,0.7083333333333333,mer Faruk Sorak,Cem Yilmaz,zge zberk,Ozan Gven,Safak Sezer,-0.8542883485202611,0.5881459478426638,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,4,1
Ratatouille,2007.0,-0.4275114420216179,0.23529411764705888,0.9444444444444444,Brad Bird,Jan Pinkava,Brad Garrett,Lou Romano,Patton Oswalt,1.3079018045943405,1.0755186645241699,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,4,4
Casino Royale,2006.0,0.7668567925460585,0.23529411764705888,0.7222222222222223,Martin Campbell,Daniel Craig,Eva Green,Judi Dench,Jeffrey Wright,1.2211581859476432,0.9835883049381138,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,9,1
Kill Bill: Vol. 2,2004.0,0.5135059549104908,0.23529411764705888,0.7638888888888888,Quentin Tarantino,Uma Thurman,David Carradine,Michael Madsen,Daryl Hannah,1.364844348368085,0.5761969318522547,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12,8
Vozvrashchenie,2003.0,-0.463704418826699,0.23529411764705888,0.75,Andrey Zvyagintsev,Vladimir Garin,Ivan Dobronravov,Konstantin Lavronenko,Nataliya Vdovina,-1.1178780564088153,-1.5672865925072306,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4,3
Bom Yeoareum Gaeul Gyeoul Geurigo Bom,2003.0,-0.7170552564622668,0.23529411764705888,0.7916666666666667,Ki-duk Kim,Ki-duk Kim,Yeong-su Oh,Jong-ho Kim,Kim Young-Min,-0.5791253959457824,-0.8838649735260964,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,4,2
Mar adentro,2014.0,0.11538321005459864,0.23529411764705888,0.6388888888888888,Alejandro Amenbar,Javier Bardem,Beln Rueda,Lola Dueas,Mabel Rivera,-0.5787338831162424,-0.9418296525766294,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,7,3
Cinderella Man,2005.0,0.7668567925460585,0.23529411764705888,0.5694444444444444,Ron Howard,Russell Crowe,Rene Zellweger,Craig Bierko,Paul Giamatti,0.15372678727114542,0.5448772698273888,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,11,5
Kal Ho Naa Ho,2003.0,2.286961818359465,0.23529411764705888,0.36111111111111116,Nikkhil Advani,Preity Zinta,Shah Rukh Khan,Saif Ali Khan,Jaya Bachchan,-0.7578070550942305,-1.0097375325985332,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,12,1
Mou gaan dou,2002.0,-0.789441210072429,0.23529411764705888,0.6527777777777777,Andrew Lau,Alan Mak,Andy Lau,Tony Chiu-Wai Leung,Anthony Chau-Sang Wong,-0.20508043435874954,-2.0436153520206846,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,8,1
Pirates of the Caribbean: The Curse of the Black Pearl,2003.0,0.7306638157409774,0.23529411764705888,0.48611111111111116,Gore Verbinski,Johnny Depp,Geoffrey Rush,Orlando Bloom,Keira Knightley,1.7174755974300013,1.2474708750549677,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,21,1
Big Fish,2003.0,0.07919023324951754,0.23529411764705888,0.41666666666666663,Tim Burton,Ewan McGregor,Albert Finney,Billy Crudup,Jessica Lange,0.9193075319140525,0.5765205613563888,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,10,3
The Incredibles,2004.0,-0.2827395348012935,0.23529411764705888,0.8611111111111112,Brad Bird,Craig T. Nelson,Samuel L. Jackson,Holly Hunter,Jason Lee,1.3290804110194836,1.1792139425449764,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,11,4
Yeopgijeogin geunyeo,2001.0,0.5135059549104908,0.23529411764705888,0.7083333333333333,Jae-young Kwak,Tae-Hyun Cha,Jun Ji-Hyun,In-mun Kim,Song Wok-suk,-1.0567597763751249,0.5881459478426638,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,4,1
Dogville,2003.0,1.997418003918816,0.23529411764705888,0.4444444444444444,Lars von Trier,Nicole Kidman,Paul Bettany,Lauren Bacall,Harriet Andersson,-0.06444528724145107,-1.0778938195443184,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,10,3
Vizontele,2001.0,-0.463704418826699,0.23529411764705888,0.7083333333333333,Yilmaz Erdogan,mer Faruk Sorak,Yilmaz Erdogan,Demet Akbag,Altan Erkekli,-1.3257652576469248,0.5881459478426638,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,6,1
Donnie Darko,2001.0,-0.3551254884114557,0.23529411764705888,0.8333333333333333,Richard Kelly,Jake Gyllenhaal,Jena Malone,Mary McDonnell,Holmes Osborne,1.4353386458645305,-1.0925910877942397,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,11,1
Magnolia,1999.0,2.359347771969627,0.23529411764705888,0.6805555555555556,Paul Thomas Anderson,Tom Cruise,Jason Robards,Julianne Moore,Philip Seymour Hoffman,0.5980504644188521,0.10145674349389416,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,21,3
Dancer in the Dark,2000.0,0.6220848853257341,0.23529411764705888,0.45833333333333337,Lars von Trier,Bjrk,Catherine Deneuve,David Morse,Peter Stormare,-0.33160459707032625,-0.6362992312665097,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,8,3
The Straight Story,1999.0,-0.3913184652165368,0.23529411764705888,0.8055555555555556,David Lynch,Richard Farnsworth,Sissy Spacek,Jane Galloway Heitz,Joseph A. Carpenter,-0.5289406595239955,-0.4634104708745686,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,6,5
Pfekuto bur,1997.0,-1.513300746174051,0.23529411764705888,0.7083333333333333,Satoshi Kon,Junko Iwao,Rica Matsumoto,Shinpachi Tsuji,Masaaki kura,-0.8351826967675784,-1.3756982210907795,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4,3
Festen,1998.0,-0.6446693028521046,0.23529411764705888,0.75,Thomas Vinterberg,Ulrich Thomsen,Henning Moritzen,Thomas Bo Larsen,Paprika Steen,-0.5697191619369033,-1.0454428321740092,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,8,3
Central do Brasil,1998.0,-0.463704418826699,0.23529411764705888,0.7222222222222223,Walter Salles,Fernanda Montenegro,Vincius de Oliveira,Marlia Pra,Soia Lira,-1.253620995511455,-0.5086740385724389,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,4,2
The Iron Giant,1999.0,-1.3323358621486454,0.23529411764705888,0.7916666666666667,Brad Bird,Eli Marienthal,Harry Connick Jr.,Jennifer Aniston,Vin Diesel,0.13286576471645398,0.1149975193471886,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,7,4
Knockin' on Heaven's Door,1997.0,-1.2961428853435644,0.23529411764705888,0.7083333333333333,Thomas Jahn,Til Schweiger,Jan Josef Liefers,Thierry van Werveke,Moritz Bleibtreu,-1.4972787225931747,-3.7740145958899047,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,6,1
Sling Blade,1996.0,0.4411200013003286,0.23529411764705888,0.7777777777777777,Billy Bob Thornton,Billy Bob Thornton,Dwight Yoakam,J.T. Walsh,John Ritter,-0.4777800372346206,0.1392658776770848,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,4,1
Secrets & Lies,1996.0,0.4773129781054097,0.23529411764705888,0.875,Mike Leigh,Timothy Spall,Brenda Blethyn,Phyllis Logan,Claire Rushbrook,-1.2259825069051882,-0.1246683135583869,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,6,2
Twelve Monkeys,1995.0,0.22396214046984195,0.23529411764705888,0.6388888888888888,Terry Gilliam,Bruce Willis,Madeleine Stowe,Brad Pitt,Joseph Melito,1.215318082148051,0.5115336942664471,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,22,4
Kkaku Kidtai,1995.0,-1.4409147925638888,0.23529411764705888,0.6666666666666667,Mamoru Oshii,Atsuko Tanaka,Iemasa Kayumi,Akio tsuka,Kichi Yamadera,-0.12282309341617245,-1.5553146599971892,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,5,1
The Nightmare Before Christmas,1993.0,-1.6942656301994565,0.23529411764705888,0.75,Henry Selick,Danny Elfman,Chris Sarandon,Catherine O'Hara,William Hickey,0.6297327975110846,0.6314252946174747,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,5,2
Groundhog Day,1993.0,-0.789441210072429,0.23529411764705888,0.6111111111111112,Harold Ramis,Bill Murray,Andie MacDowell,Chris Elliott,Stephen Tobolowsky,1.2146201331814934,0.6063014462091227,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,10,1
